anomalia	position	words_count	accent_vowels	tf_idf	pos	names	punctuation_in_the_middle	question	negation	line_sentence	numerals	subject	verbs	adjectives	adverbs	personal_pronomen	prepositions	part	conjunction	conj_constructions	o	u	a	e	i	y	prev_word_count	prev_accent_vowels	prev_tf_idf	prev_names	prev_punctuantion_in_the_middle	prev_question	prev_negation	prev_line_sentence	prev_numerals	prev_subject	prev_verbs	prev_adjectives	prev_adverbs	prev_personal_pronomen	prev_prepositions	prev_part	prev_conjunction	prev_conj_constructions	prev_ikt_schema	prev_o	prev_u	prev_a	prev_e	prev_i	prev_y	post_word_count	post_accent_vowels	post_tf_idf	post_names	post_punctuantion_in_the_middle	post_question	post_negation	post_line_sentence	post_numerals	post_subject	post_verbs	post_adjectives	post_adverbs	post_personal_pronomen	post_prepositions	post_part	post_conjunction	post_conj_constructions	post_ikt_schema	post_o	post_u	post_a	post_e	post_i	post_y
0	end	7	эоаоаи	1	MMVBPSV	0	0	0	1	0	0	1	2	0	1	1	1	0	0	0	2	0	0	1	1	0	48	эоыааэаиоаиэоыыаоааооуиэауэаао	0	0	1	0	1	2	0	7	8	0	4	8	5	3	7	0	0	7	2	0	5	3	3	41	эаоуээаиаауэааиоааоаииауэоооуа	4	2	2	0	2	2	0	8	9	1	3	8	5	2	2	0	0	6	4	1	5	4	0
0	end	11	эаоуээ	0	BCPMMSVCBRV	1	1	0	1	0	0	1	2	0	2	2	1	1	2	0	1	1	0	3	0	0	46	эоаоаиэоыааэаиоаиэоыыаоааооуиэ	1	0	1	0	2	1	0	6	8	0	4	7	5	2	7	0	0	8	1	0	5	4	3	37	аиаауэааиоааоаииауэоооуаооэуаа	4	3	1	0	1	2	0	10	9	1	1	7	4	1	1	0	0	7	4	1	3	4	0
0	end	8	аиаауэ	0	MVPSMBMM	0	0	0	0	0	0	1	1	0	1	3	1	0	0	0	0	1	0	1	1	0	47	эаоуэээоаоаиэоыааэаиоаиэоыыаоа	1	1	2	0	3	1	0	6	8	0	5	6	5	3	8	0	0	7	1	0	7	3	3	35	ааиоааоаииауэоооуаооэуаааоэааи	5	4	1	0	1	2	0	11	9	1	1	5	3	1	1	0	1	8	3	1	3	4	0
0	end	9	ааиоаа	0	MRPSVPSVM	0	0	0	1	1	0	2	2	0	0	1	2	1	0	0	1	0	0	0	1	0	46	аиаауээаоуэээоаоаиэоыааэаиоаиэ	1	1	1	0	2	1	0	5	8	0	6	9	6	2	7	0	0	5	2	0	8	4	1	38	оаииауэоооуаооэуаааоэааиыиэааа	5	4	1	0	0	1	0	11	8	3	1	6	2	0	4	0	1	7	3	3	4	4	1
0	end	7	оаииау	1	MVSVPSS	1	1	0	0	0	0	3	2	0	0	1	1	0	0	0	1	1	0	0	2	0	46	ааиоаааиаауээаоуэээоаоаиэоыааэ	1	1	1	0	3	1	0	5	8	0	6	9	6	3	6	0	0	5	2	0	7	3	1	38	эоооуаооэуаааоэааиыиэаааоааоиу	4	5	0	0	0	1	0	11	8	3	1	5	3	0	4	0	1	8	3	3	4	3	1
0	end	6	эоооуа	3	AMVSMV	0	0	0	0	1	0	1	2	1	0	1	0	0	0	0	3	1	1	1	0	0	42	оаииауааиоаааиаауээаоуэээоаоаи	2	2	2	0	3	1	0	8	9	0	4	8	6	2	2	0	0	5	3	0	5	5	0	42	ооэуаааоэааиыиэаааоааоиуаоэоэа	1	5	0	0	0	1	0	12	7	2	3	5	5	0	5	0	1	7	2	2	5	3	1
0	end	7	ооэуаа	0	CSSSMVV	2	0	0	0	0	0	3	2	0	0	1	0	0	1	0	2	1	0	1	0	0	41	эоооуаоаииауааиоаааиаауээаоуээ	4	2	2	0	2	2	0	8	9	1	3	8	5	2	2	0	0	6	4	1	5	4	0	41	аоэааиыиэаааоааоиуаоэоэаоуаиыэ	2	4	0	0	0	1	0	11	6	3	4	5	5	0	4	0	1	6	2	3	5	4	2
0	end	6	аоэааи	1	MSBMSV	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	1	1	0	37	ооэуааэоооуаоаииауааиоаааиаауэ	4	3	1	0	1	2	0	10	9	1	1	7	4	1	1	0	0	7	4	1	3	4	0	44	ыиэаааоааоиуаоэоэаоуаиыэуоиауэ	1	4	0	0	1	1	0	12	6	3	3	5	7	1	4	0	0	6	4	3	5	4	2
0	end	12	ыиэааа	0	VMACAPSCSMCM	0	0	0	0	0	0	2	1	2	0	2	1	0	3	0	0	0	2	1	1	1	35	аоэааиооэуааэоооуаоаииауааиоаа	5	4	1	0	1	2	0	11	9	1	1	5	3	1	1	0	1	8	3	1	3	4	0	42	оааоиуаоэоэаоуаиыэуоиауээыаэои	1	5	0	0	1	2	0	12	7	1	4	5	6	3	2	0	0	7	4	1	6	4	2
0	end	7	оааоиу	0	PVSPSSV	2	0	0	0	0	0	3	2	0	0	0	2	0	0	0	2	1	0	0	1	0	38	ыиэааааоэааиооэуааэоооуаоаииау	5	4	1	0	0	1	0	11	8	3	1	6	2	0	4	0	1	7	3	3	4	4	1	45	аоэоэаоуаиыэуоиауээыаэоииыаоуэ	1	3	0	1	1	3	0	11	6	2	5	6	5	3	4	0	0	6	4	2	7	4	3
0	end	10	аоэоэа	0	MSBVPMPSCB	0	0	0	0	1	0	2	1	0	2	1	2	0	1	0	2	0	0	2	0	0	38	оааоиуыиэааааоэааиооэуааэоооуа	4	5	0	0	0	1	0	11	8	3	1	5	3	0	4	0	1	8	3	3	4	3	1	44	оуаиыэуоиауээыаэоииыаоуэээоуаэ	1	3	1	1	2	2	0	11	6	3	6	5	4	4	3	0	1	5	5	3	8	4	3
0	end	6	оуаиыэ	1	BMVASS	1	0	0	0	0	0	2	1	1	1	1	0	0	0	0	1	1	1	1	1	1	42	аоэоэаоааоиуыиэааааоэааиооэуаа	1	5	0	0	0	1	0	12	7	2	3	5	5	0	5	0	1	7	2	2	5	3	1	48	уоиауээыаэоииыаоуэээоуаэоаоаио	0	2	1	1	2	3	0	12	6	2	6	5	6	4	4	0	1	7	4	2	7	4	2
0	end	9	уоиауэ	0	SSRVPMPMS	1	0	0	1	0	0	3	1	0	0	1	2	1	0	0	1	2	0	1	1	0	41	оуаиыэаоэоэаоааоиуыиэааааоэааи	2	4	0	0	0	1	0	11	6	3	4	5	5	0	4	0	1	6	2	3	5	4	2	45	эыаэоииыаоуэээоуаэоаоаиооэоаао	2	2	1	1	1	3	0	11	7	2	6	4	5	3	5	0	1	9	2	2	7	3	2
0	end	10	эыаэои	0	CRSVMSMBRV	1	0	0	0	1	0	2	2	0	1	2	0	2	1	0	1	0	0	2	1	1	44	уоиауэоуаиыэаоэоэаоааоиуыиэааа	1	4	0	0	1	1	0	12	6	3	3	5	7	1	4	0	0	6	4	3	5	4	2	44	иыаоуэээоуаэоаоаиооэоааоооаауи	2	1	2	1	1	2	0	10	5	5	6	3	6	1	6	0	1	10	3	5	5	3	1
0	end	10	иыаоуэ	0	CMVCASMBPS	0	0	1	0	1	0	2	1	1	1	1	1	0	2	0	1	1	1	1	1	1	42	эыаэоиуоиауэоуаиыэаоэоэаоааоиу	1	5	0	0	1	2	0	12	7	1	4	5	6	3	2	0	0	7	4	1	6	4	2	42	ээоуаэоаоаиооэоааоооаауиыиаааэ	3	2	2	0	2	2	0	10	6	4	5	3	5	3	5	0	1	9	2	4	5	3	1
0	end	9	ээоуаэ	0	BBSVRBSPA	0	1	0	1	0	0	2	1	1	3	0	1	1	0	0	1	1	1	3	0	0	45	иыаоуээыаэоиуоиауэоуаиыэаоэоэа	1	3	0	1	1	3	0	11	6	2	5	6	5	3	4	0	0	6	4	2	7	4	3	43	оаоаиооэоааоооаауиыиаааэооииэа	3	2	2	0	1	2	0	10	6	3	2	6	5	3	5	0	0	10	1	3	3	5	1
0	end	10	оаоаио	0	SVBCMMPSPS	0	0	0	0	1	0	3	1	0	1	1	2	0	1	0	3	0	0	0	1	0	44	ээоуаэиыаоуээыаэоиуоиауэоуаиыэ	1	3	1	1	2	2	0	11	6	3	6	5	4	4	3	0	1	5	5	3	8	4	3	42	оэоааоооаауиыиаааэооииэааааэыи	3	3	2	0	1	2	0	11	6	3	1	6	6	3	4	0	0	7	1	3	4	5	2
0	end	6	оэоаао	2	CPSVSV	1	0	0	0	0	0	2	2	0	0	0	1	0	1	0	3	0	0	1	0	0	48	оаоаиоээоуаэиыаоуээыаэоиуоиауэ	0	2	1	1	2	3	0	12	6	2	6	5	6	4	4	0	1	7	4	2	7	4	2	43	ооаауиыиаааэооииэааааэыиуаиааа	1	5	2	0	1	2	0	13	5	3	1	6	5	3	3	0	0	4	2	3	3	6	2
0	end	9	ооаауи	0	BASCACAPM	0	1	0	0	0	0	1	0	3	1	1	1	0	2	0	2	1	3	0	1	0	45	оэоааооаоаиоээоуаэиыаоуээыаэои	2	2	1	1	1	3	0	11	7	2	6	4	5	3	5	0	1	9	2	2	7	3	2	44	ыиаааэооииэааааэыиуаиаааоааоэы	1	6	1	0	2	2	0	14	6	2	0	6	6	4	2	0	0	4	1	2	4	5	3
0	end	8	ыиаааэ	1	MVCRRVSS	1	0	0	1	1	0	2	2	0	0	1	0	2	1	0	0	0	0	1	1	1	44	ооаауиоэоааооаоаиоээоуаэиыаоуэ	2	1	2	1	1	2	0	10	5	5	6	3	6	1	6	0	1	10	3	5	5	3	1	42	ооииэааааэыиуаиаааоааоэыоэоааа	3	6	1	0	1	1	0	14	6	2	0	6	7	2	1	0	0	6	1	2	4	4	2
0	end	10	ооииэа	0	PSRMMMSMMV	0	1	0	0	0	0	2	1	0	0	3	1	1	0	0	2	0	0	1	2	0	42	ыиаааэооаауиоэоааооаоаиоээоуаэ	3	2	2	0	2	2	0	10	6	4	5	3	5	3	5	0	1	9	2	4	5	3	1	41	аааэыиуаиаааоааоэыоэоааааооэии	3	6	1	0	1	1	0	14	6	2	1	5	7	2	1	0	0	6	1	2	4	4	2
0	end	9	аааэыи	0	SPSPMSVPS	1	0	0	0	1	0	4	1	0	0	1	3	0	0	0	0	0	0	1	1	1	43	ооииэаыиаааэооаауиоэоааооаоаио	3	2	2	0	1	2	0	10	6	3	2	6	5	3	5	0	0	10	1	3	3	5	1	39	уаиаааоааоэыоэоааааооэииэоаауа	5	6	1	0	2	0	0	11	7	3	2	4	4	3	2	0	0	7	2	3	4	3	1
0	end	7	уаиааа	0	MSSSMVS	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	42	аааэыиооииэаыиаааэооаауиоэоаао	3	3	2	0	1	2	0	11	6	3	1	6	6	3	4	0	0	7	1	3	4	5	2	41	оааоэыоэоааааооэииэоаауаэоуоуа	5	3	1	0	2	1	0	8	8	3	2	6	5	4	2	0	0	9	3	3	5	2	1
0	end	10	оааоэы	0	PSMRVCPSAA	1	0	0	1	0	0	2	1	2	0	1	2	1	1	0	2	0	2	1	0	1	43	уаиааааааэыиооииэаыиаааэооаауи	1	5	2	0	1	2	0	13	5	3	1	6	5	3	3	0	0	4	2	3	3	6	2	41	оэоааааооэииэоаауаэоуоуаоааэыо	5	2	1	0	1	2	0	7	9	3	2	6	4	4	2	0	0	9	3	3	5	2	1
0	end	6	оэоааа	3	MPSVSV	1	0	0	0	0	0	2	2	0	0	1	1	0	0	0	2	0	0	1	0	0	44	оааоэыуаиааааааэыиооииэаыиаааэ	1	6	1	0	2	2	0	14	6	2	0	6	6	4	2	0	0	4	1	2	4	5	3	43	аооэииэоаауаэоуоуаоааэыоаиуиэа	5	1	2	1	1	2	0	7	8	3	2	6	3	4	3	0	0	7	4	3	5	4	1
0	end	9	аооэии	0	VPSRMMBMS	0	1	0	0	0	0	2	1	0	1	2	1	1	0	0	2	0	0	1	2	0	42	оэоаааоааоэыуаиааааааэыиооииэа	3	6	1	0	1	1	0	14	6	2	0	6	7	2	1	0	0	6	1	2	4	4	2	43	эоаауаэоуоуаоааэыоаиуиэаэооээи	5	1	2	2	1	2	0	8	8	3	1	6	2	3	4	0	0	7	4	3	7	3	1
0	end	7	эоаауа	2	BRVCAVS	1	0	0	1	0	0	1	2	1	1	0	0	1	1	0	1	1	1	1	0	0	41	аооэииоэоаааоааоэыуаиааааааэыи	3	6	1	0	1	1	0	14	6	2	1	5	7	2	1	0	0	6	1	2	4	4	2	47	эоуоуаоааэыоаиуиэаэооээиээаааи	3	0	2	3	0	3	0	10	7	3	0	8	5	3	3	0	0	6	3	3	8	4	1
0	end	9	эоуоуа	0	MMMRVPMVS	0	0	0	0	1	0	1	2	0	0	2	1	1	0	0	2	2	0	1	0	0	39	эоаауааооэииоэоаааоааоэыуаиааа	5	6	1	0	2	0	0	11	7	3	2	4	4	3	2	0	0	7	2	3	4	3	1	47	оааэыоаиуиэаэооээиээаааиииоуэа	3	1	2	4	0	3	0	11	7	4	0	7	6	2	4	0	0	5	2	4	8	6	1
0	end	10	оааэыо	0	CMVRVMAPAS	0	0	0	0	1	0	1	2	2	0	1	1	1	1	0	2	0	2	1	0	1	41	эоуоуаэоаауааооэииоэоаааоааоэы	5	3	1	0	2	1	0	8	8	3	2	6	5	4	2	0	0	9	3	3	5	2	1	48	аиуиэаэооээиээаааиииоуэаууааио	3	1	2	4	1	2	0	10	7	2	2	8	6	3	4	0	0	4	4	2	7	7	0
0	end	8	аиуиэа	3	CMSMMMSV	0	1	1	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	1	2	0	41	оааэыоэоуоуаэоаауааооэииоэоааа	5	2	1	0	1	2	0	7	9	3	2	6	4	4	2	0	0	9	3	3	5	2	1	48	эооээиээаааиииоуэаууааиоыоыэоэ	1	1	2	3	2	2	0	9	8	3	3	9	6	4	3	0	0	6	3	3	8	5	2
0	end	9	эооээи	0	SMMSCSMMV	0	1	1	0	0	0	3	1	0	0	2	0	0	1	0	2	0	0	3	1	0	43	аиуиэаоааэыоэоуоуаэоаауааооэии	5	1	2	1	1	2	0	7	8	3	2	6	3	4	3	0	0	7	4	3	5	4	1	45	ээаааиииоуэаууааиоыоыэоэуааиыэ	1	3	1	2	2	2	0	10	8	4	3	7	6	4	2	0	0	4	4	4	6	5	3
0	end	11	ээаааи	0	PSRPMPASSVM	0	0	1	0	1	0	3	1	1	0	2	3	1	0	0	0	0	1	2	1	0	43	эооээиаиуиэаоааэыоэоуоуаэоаауа	5	1	2	2	1	2	0	8	8	3	1	6	2	3	4	0	0	7	4	3	7	3	1	43	ииоуэаууааиоыоыэоэуааиыээаоаау	1	3	2	1	3	1	0	10	9	3	4	6	4	4	2	0	1	5	5	3	5	4	3
0	end	9	ииоуэа	0	CVMPASVPS	1	0	1	0	1	0	2	2	1	0	1	2	0	1	0	1	1	1	1	2	0	47	ээаааиэооээиаиуиэаоааэыоэоуоуа	3	0	2	3	0	3	0	10	7	3	0	8	5	3	3	0	0	6	3	3	8	4	1	42	ууааиоыоыэоэуааиыээаоаауоэуооэ	2	2	2	0	4	0	0	10	8	3	5	5	3	4	2	0	1	7	5	3	6	2	3
0	end	11	ууааио	0	BMMVRVCPMRB	0	0	0	1	0	0	0	2	0	2	2	1	2	1	0	1	2	0	0	1	0	47	ииоуэаээаааиэооээиаиуиэаоааэыо	3	1	2	4	0	3	0	11	7	4	0	7	6	2	4	0	0	5	2	4	8	6	1	39	ыоыэоэуааиыээаоаауоэуооэиаоаоа	5	2	2	0	3	0	0	11	7	4	4	4	4	2	1	0	1	8	3	4	6	2	3
0	end	8	ыоыэоэ	1	MVVSRAMB	0	1	0	1	0	0	1	2	1	1	2	0	1	0	0	2	0	1	2	0	2	48	ууааиоииоуэаээаааиэооээиаиуиэа	3	1	2	4	1	2	0	10	7	2	2	8	6	3	4	0	0	4	4	2	7	7	0	41	уааиыээаоаауоэуооэиаоаоаоаааыо	4	2	2	0	2	0	0	14	6	4	3	2	5	1	2	0	1	8	3	4	4	2	2
0	end	6	уааиыэ	0	SSVASS	2	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	1	1	1	1	1	48	ыоыэоэууааиоииоуэаээаааиэооээи	1	1	2	3	2	2	0	9	8	3	3	9	6	4	3	0	0	6	3	3	8	5	2	43	эаоаауоэуооэиаоаоаоаааыоыэооаэ	6	3	3	0	2	0	0	15	6	3	3	3	6	1	2	0	1	10	2	3	5	1	2
0	end	9	эаоаау	0	SSPSBMVRV	0	1	0	1	0	0	3	2	0	1	1	1	1	0	0	1	1	0	1	0	0	45	уааиыэыоыэоэууааиоииоуэаээаааи	1	3	1	2	2	2	0	10	8	4	3	7	6	4	2	0	0	4	4	4	6	5	3	40	оэуооэиаоаоаоаааыоыэооаэыаауао	9	4	2	0	1	0	0	17	5	3	2	2	5	0	2	0	0	10	2	3	4	1	3
0	end	8	оэуооэ	1	BVCSPAMS	0	0	0	1	0	0	2	1	1	1	0	1	0	1	0	3	1	1	2	0	0	43	эаоааууааиыэыоыэоэууааиоииоуэа	1	3	2	1	3	1	0	10	9	3	4	6	4	4	2	0	1	5	5	3	5	4	3	39	иаоаоаоаааыоыэооаэыаауаоэииаао	10	4	3	0	0	0	0	16	7	3	1	2	4	0	2	0	0	8	1	3	3	3	3
0	end	8	иаоаоа	3	BAPMSPMV	0	0	0	0	0	0	1	1	1	1	1	2	0	0	0	2	0	1	0	1	0	42	оэуооээаоааууааиыэыоыэоэууааио	2	2	2	0	4	0	0	10	8	3	5	5	3	4	2	0	1	7	5	3	6	2	3	39	оаааыоыэооаэыаауаоэииааоэоаиэи	8	5	3	0	0	1	0	18	7	3	0	1	3	0	3	0	0	7	1	3	5	4	3
0	end	10	оаааыо	0	PSMSSVCASM	0	1	0	0	0	0	4	1	1	0	0	1	0	1	0	2	0	1	0	0	1	39	иаоаоаоэуооээаоааууааиыэыоыэоэ	5	2	2	0	3	0	0	11	7	4	4	4	4	2	1	0	1	8	3	4	6	2	3	38	ыэооаэыаауаоэииааоэоаиэиэаиааэ	8	5	2	0	0	1	0	17	6	3	1	1	3	1	3	0	0	5	1	3	7	5	2
0	end	8	ыэооаэ	2	VSSMSPSS	3	1	0	0	0	0	5	1	0	0	1	1	0	0	0	2	0	0	2	0	1	41	оаааыоиаоаоаоэуооээаоааууааиыэ	4	2	2	0	2	0	0	14	6	4	3	2	5	1	2	0	1	8	3	4	4	2	2	38	ыаауаоэииааоэоаиэиэаиааэаоэаоа	6	2	2	0	0	1	0	14	7	3	2	0	3	2	3	0	0	5	1	3	6	5	1
0	end	6	ыаауао	3	SSSSVS	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	1	0	0	0	1	43	ыэооаэоаааыоиаоаоаоэуооээаоаау	6	3	3	0	2	0	0	15	6	3	3	3	6	1	2	0	1	10	2	3	5	1	2	39	эииааоэоаиэиэаиааэаоэаоаооиоуа	5	1	2	0	0	1	0	11	7	5	2	0	4	2	3	0	0	7	1	5	6	6	0
0	end	7	эииаао	2	ASCMVVV	0	1	0	0	0	0	1	3	1	0	0	0	0	1	0	1	0	1	1	2	0	40	ыаауаоыэооаэоаааыоиаоаоаоэуооэ	9	4	2	0	1	0	0	17	5	3	2	2	5	0	2	0	0	10	2	3	4	1	3	40	эоаиэиэаиааэаоэаоаооиоуаэиааэо	3	1	1	0	0	2	0	12	6	4	3	1	5	2	3	0	0	7	1	4	7	5	0
0	end	8	эоаиэи	1	PSMSCSAV	1	0	0	0	1	0	3	1	1	0	0	1	0	1	0	1	0	1	2	2	0	39	эииааоыаауаоыэооаэоаааыоиаоаоа	10	4	3	0	0	0	0	16	7	3	1	2	4	0	2	0	0	8	1	3	3	3	3	42	эаиааэаоэаоаооиоуаэиааэооааооа	2	1	1	0	0	1	0	11	5	5	4	1	6	2	3	0	0	9	1	5	5	3	0
0	end	9	эаиааэ	0	MRBSPSCAS	0	0	0	0	0	0	3	0	1	1	0	1	1	1	0	0	0	1	2	1	0	39	эоаиэиэииааоыаауаоыэооаэоаааыо	8	5	3	0	0	1	0	18	7	3	0	1	3	0	3	0	0	7	1	3	5	4	3	43	аоэаоаооиоуаэиааэооааооаоооиои	2	1	1	0	0	1	0	12	7	5	3	2	7	1	2	0	0	13	1	5	3	4	0
0	end	8	аоэаоа	0	VBVPSSMR	0	1	0	0	0	0	2	2	0	1	0	1	1	0	0	2	0	0	1	0	0	38	эаиааээоаиэиэииааоыаауаоыэооаэ	8	5	2	0	0	1	0	17	6	3	1	1	3	1	3	0	0	5	1	3	7	5	2	43	ооиоуаэиааэооааооаоооиоиэиоаао	3	1	0	0	0	2	0	10	8	5	2	5	8	0	2	0	0	13	1	5	3	5	0
0	end	7	ооиоуа	2	ASPMASV	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	3	1	2	0	1	0	38	аоэаоаэаиааээоаиэиэииааоыаауао	6	2	2	0	0	1	0	14	7	3	2	0	3	2	3	0	0	5	1	3	6	5	1	44	эиааэооааооаоооиоиэиоааоаоаиоэ	1	1	0	0	0	2	0	10	9	4	2	6	9	0	2	0	0	12	0	4	4	5	0
0	end	8	эиааэо	0	MVPSCVBS	0	0	0	0	1	0	2	2	0	1	1	1	0	1	0	1	0	0	2	1	0	39	ооиоуааоэаоаэаиааээоаиэиэииаао	5	1	2	0	0	1	0	11	7	5	2	0	4	2	3	0	0	7	1	5	6	6	0	42	оааооаоооиоиэиоааоаоаиоэаэуооо	4	4	0	0	0	1	0	12	8	5	1	5	8	0	1	0	0	14	1	5	3	4	0
0	end	10	оааооа	0	BCMSPMASPA	1	0	0	0	0	0	2	0	2	1	0	2	0	1	0	3	0	2	0	0	0	40	эиааэоооиоуааоэаоаэаиааээоаиэи	3	1	1	0	0	2	0	12	6	4	3	1	5	2	3	0	0	7	1	4	7	5	0	40	оооиоиэиоааоаоаиоэаэуоооуоуэаи	5	4	0	0	0	1	0	12	11	3	0	7	7	0	0	0	0	12	3	3	4	5	0
0	end	10	оооиои	0	SVVSMPAPSS	0	0	0	0	0	0	4	2	1	0	1	2	0	0	0	4	0	1	0	2	0	42	оааооаэиааэоооиоуааоэаоаэаиааэ	2	1	1	0	0	1	0	11	5	5	4	1	6	2	3	0	0	9	1	5	5	3	0	38	эиоааоаоаиоэаэуоооуоуэаиаоэаэу	5	4	0	0	0	1	1	10	9	3	0	6	6	0	1	0	0	9	4	3	6	3	0
0	end	8	эиоаао	1	MVVPMVPM	0	0	0	0	1	0	0	3	0	0	3	2	0	0	0	2	0	0	1	1	0	43	оооиоиоааооаэиааэоооиоуааоэаоа	2	1	1	0	0	1	0	12	7	5	3	2	7	1	2	0	0	13	1	5	3	4	0	39	аоаиоэаэуоооуоуэаиаоэаэуооаээо	4	4	0	0	1	0	1	11	8	3	1	5	5	1	2	0	0	10	4	3	7	2	0
0	end	8	аоаиоэ	0	SVVPMPAS	0	0	0	0	0	0	2	2	1	0	1	2	0	0	0	2	0	1	1	1	0	43	эиоааооооиоиоааооаэиааэоооиоуа	3	1	0	0	0	2	0	10	8	5	2	5	8	0	2	0	0	13	1	5	3	5	0	37	аэуоооуоуэаиаоэаэуооаээооуэаээ	9	4	0	0	1	1	1	11	8	3	1	4	3	1	2	0	0	9	5	3	9	1	0
0	end	6	аэуооо	3	VSASSS	3	0	0	0	0	0	4	1	1	0	0	0	0	0	0	3	1	1	1	0	0	44	аоаиоээиоааооооиоиоааооаэиааэо	1	1	0	0	0	2	0	10	9	4	2	6	9	0	2	0	0	12	0	4	4	5	0	39	уоуэаиаоэаэуооаээооуэаээааэааи	6	3	0	0	1	1	1	10	9	2	1	5	4	2	2	0	0	6	4	2	9	2	0
0	end	8	уоуэаи	1	VPSVSMVM	1	0	0	0	0	0	2	3	0	0	2	1	0	0	0	1	2	0	1	1	0	42	аэуоооаоаиоээиоааооооиоиоааооа	4	4	0	0	0	1	0	12	8	5	1	5	8	0	1	0	0	14	1	5	3	4	0	39	аоэаэуооаээооуэаээааэааиэиауаэ	6	2	0	0	1	1	1	9	8	3	1	5	4	2	3	0	0	5	3	3	10	2	0
0	end	8	аоэаэу	0	DSCMPAMS	0	0	0	0	0	1	2	0	1	0	0	1	0	1	0	1	1	1	2	0	0	40	уоуэаиаэуоооаоаиоээиоааооооиои	5	4	0	0	0	1	0	12	11	3	0	7	7	0	0	0	0	12	3	3	4	5	0	38	ооаээооуэаээааэааиэиауаэооаааи	7	2	1	0	1	1	0	9	9	4	1	6	4	2	2	0	0	6	2	4	8	3	0
0	end	9	ооаээо	0	PSMVBCMRV	0	0	0	1	0	0	1	2	0	1	2	1	1	1	0	3	0	0	2	0	0	38	аоэаэууоуэаиаэуоооаоаиоээиоаао	5	4	0	0	0	1	1	10	9	3	0	6	6	0	1	0	0	9	4	3	6	3	0	38	оуэаээааэааиэиауаэооаааиэээоао	7	2	2	0	0	1	0	10	10	5	0	5	4	1	2	0	0	5	2	5	9	3	0
0	end	6	оуэаээ	5	SVMVSA	0	0	0	0	1	0	2	2	1	0	0	0	0	0	0	1	1	1	3	0	0	39	ооаээоаоэаэууоуэаиаэуоооаоаиоэ	4	4	0	0	1	0	1	11	8	3	1	5	5	1	2	0	0	10	4	3	7	2	0	39	ааэааиэиауаэооаааиэээоаоууооэо	4	2	3	0	0	0	0	10	9	5	1	6	5	1	2	0	0	7	3	5	7	3	0
0	end	8	ааэааи	0	SVSVSPMR	2	0	0	0	0	0	3	2	0	0	1	1	1	0	0	0	0	0	1	1	0	37	оуэаээооаээоаоэаэууоуэаиаэуооо	9	4	0	0	1	1	1	11	8	3	1	4	3	1	2	0	0	9	5	3	9	1	0	40	эиауаэооаааиэээоаоууооэоаиаоэо	4	1	3	0	0	0	0	11	9	5	1	5	6	0	3	0	0	9	3	5	7	3	0
0	end	8	эиауаэ	1	PSVMCMVA	0	0	0	0	0	0	1	2	1	0	2	1	0	1	0	0	1	1	2	1	0	39	ааэааиоуэаээооаээоаоэаэууоуэаи	6	3	0	0	1	1	1	10	9	2	1	5	4	2	2	0	0	6	4	2	9	2	0	38	ооаааиэээоаоууооэоаиаоэооауоэи	8	1	4	0	0	0	0	11	8	5	3	3	6	0	2	0	0	11	3	5	6	3	0
0	end	7	ооаааи	1	ASPASMV	0	1	0	0	0	0	2	1	2	0	1	1	0	0	0	2	0	2	0	1	0	39	эиауаэааэааиоуэаээооаээоаоэаэу	6	2	0	0	1	1	1	9	8	3	1	5	4	2	3	0	0	5	3	3	10	2	0	38	эээоаоууооэоаиаоэооауоэиыаэуэи	9	1	4	0	0	0	0	12	9	4	3	2	6	0	2	0	0	9	4	4	8	3	1
0	end	9	эээоао	0	SMVPVCAVS	0	1	0	0	0	0	2	3	1	0	1	1	0	1	0	2	0	1	3	0	0	38	ооаааиэиауаэааэааиоуэаээооаээо	7	2	1	0	1	1	0	9	9	4	1	6	4	2	2	0	0	6	2	4	8	3	0	35	ууооэоаиаоэооауоэиыаэуэиэиоуои	14	1	4	0	0	0	0	12	8	3	4	1	5	0	1	0	0	9	5	3	6	5	1
0	end	7	ууооэо	2	PSSAVMB	0	1	0	0	0	0	2	1	1	1	1	1	0	0	0	3	2	1	1	0	0	38	эээоаоооаааиэиауаэааэааиоуэаээ	7	2	2	0	0	1	0	10	10	5	0	5	4	1	2	0	0	5	2	5	9	3	0	37	аиаоэооауоэиыаэуэиэиоуоиооэыиа	12	2	3	0	0	0	0	13	8	3	3	1	5	1	1	0	0	8	3	3	6	6	2
0	end	9	аиаоэо	0	PSVCVPSSS	1	0	0	0	0	0	4	2	0	0	0	2	0	1	0	2	0	0	1	1	0	39	ууооэоэээоаоооаааиэиауаэааэааи	4	2	3	0	0	0	0	10	9	5	1	6	5	1	2	0	0	7	3	5	7	3	0	35	оауоэиыаэуэиэиоуоиооэыиаэууоии	14	2	3	0	0	1	0	13	8	3	3	1	4	1	0	0	0	7	5	3	6	7	2
